,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
32,1287780004827402241,1287780004827402241,1595865653000,2020-07-27 18:00:53,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine (je suis pas du tout seraine) mais la qualité photo est meilleure :)  pic.twitter.com/VaNTzJ8mQM,['#plusde70kgetsereine'],[],1097563720379703299,1097563720379703299,Noe_Prs,Noé 🃏,1,18,https://twitter.com/Noe_Prs/status/1287780004827402241,False,3,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1097563720379703299', 'username': 'Noe_Prs'}]",,,,
33,1287779948237860864,1287779948237860864,1595865640000,2020-07-27 18:00:40,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine (sinon les filles je rigoles vous êtes toute belles)  pic.twitter.com/NqRTSv1mI6,['#plusde70kgetsereine'],[],1233854462994911237,1233854462994911237,MonkeyD_lulli,Kono Lulli Da 🇵🇹🏴‍☠️,1,18,https://twitter.com/MonkeyD_lulli/status/1287779948237860864,False,1,1,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1233854462994911237', 'username': 'MonkeyD_lulli'}]",,,,
34,1287779909310521346,1287779909310521346,1595865630000,2020-07-27 18:00:30,"Paris, Madrid (heure d’été)",,"Finalement j'ai remonté toute ma galerie pour trouver des photos du coup j'ose les partager ici merci de m'avoir donné la force avec vos tweet ❤️je rajoute ma tête pck faut bien une plus facile à mettre ^^
J'essai de m'accepter chaque jour un peu plus 😊
#PlusDe70kgEtSereine  https://twitter.com/_nouline/status/1287757708976947200 … pic.twitter.com/lxngaxSpvq",['#plusde70kgetsereine'],[],874152380488724480,874152380488724480,_nouline,Nouline Aeropute 🏳️‍🌈,1,18,https://twitter.com/_nouline/status/1287779909310521346,False,3,2,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '874152380488724480', 'username': '_nouline'}]",,,,
35,1287779889173737475,1287779889173737475,1595865626000,2020-07-27 18:00:26,"Paris, Madrid (heure d’été)",,ok pas de problèmeje vois le concept mais niveau pudeur vius êtes pas sereine certaines #PlusDe70kgEtSereine,['#plusde70kgetsereine'],[],1212787288628854785,1212787288628854785,mmmmmm_b1,mohamed b,1,18,https://twitter.com/mmmmmm_b1/status/1287779889173737475,False,0,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1212787288628854785', 'username': 'mmmmmm_b1'}]",,,,
36,1287779867778592768,1287779867778592768,1595865620000,2020-07-27 18:00:20,"Paris, Madrid (heure d’été)",,Les femmes elles aime bien fair des hashtag pour s’assumer mais quand faut assumer un régime elles en font toute un plats #PlusDe70kgEtSereine,['#plusde70kgetsereine'],[],1281176460640862208,1281176460640862208,fock1dodane,TONI🛰,1,18,https://twitter.com/fock1dodane/status/1287779867778592768,False,0,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1281176460640862208', 'username': 'fock1dodane'}]",,,,
37,1287779858936819714,1287779858936819714,1595865618000,2020-07-27 18:00:18,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine  je pourrais participer à ce # pour le côté combat du “je suis ronde et sereine” mais l'ironie c'est que je pèse moins de 70kgs... Bon.....,['#plusde70kgetsereine'],[],2624682679,2624682679,printsessaleksi,𝐏𝐫𝐧𝐭𝐬. 𝐀𝐥𝐞𝐱𝐲,1,18,https://twitter.com/printsessaleksi/status/1287779858936819714,False,0,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '2624682679', 'username': 'printsessaleksi'}]",,,,
38,1287779828972818432,1287779828972818432,1595865611000,2020-07-27 18:00:11,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine même un peu plus  pic.twitter.com/ZenAxxuh38,['#plusde70kgetsereine'],[],1213510392829186049,1213510392829186049,ismax74751875,ismax🇲🇦,1,18,https://twitter.com/ismax74751875/status/1287779828972818432,False,0,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1213510392829186049', 'username': 'ismax74751875'}]",,,,
39,1287779802230005760,1287779802230005760,1595865605000,2020-07-27 18:00:05,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine j’voulais pas le faire mais finalement archi fière de peser dans le game 💘  pic.twitter.com/PQlrXjZUz8,['#plusde70kgetsereine'],[],3918702268,3918702268,Quatorzepoint2,Al dans les étoiles ✨,1,18,https://twitter.com/Quatorzepoint2/status/1287779802230005760,False,4,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '3918702268', 'username': 'Quatorzepoint2'}]",,,,
40,1287779778309824512,1287779778309824512,1595865599000,2020-07-27 17:59:59,"Paris, Madrid (heure d’été)",,"Obligées de poster des photos de vous pour prouver quelque chose. Cela montre surtout que vous n'assumez rien du tout en vous cachant derrière du soi-disant courage.
Celles qui assument réellement leur corps ne se mettent pas en scène comme ça sur twitter... #PlusDe70kgEtSereine",['#plusde70kgetsereine'],[],721056882,721056882,1petitsecret,~UnPetitSecret~,1,17,https://twitter.com/1petitsecret/status/1287779778309824512,False,1,1,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '721056882', 'username': '1petitsecret'}]",,,,
41,1287779724056551424,1287779724056551424,1595865586000,2020-07-27 17:59:46,"Paris, Madrid (heure d’été)",,#PlusDe70kgEtSereine des personnes en surpoid avec que des groupie en com' aberrant,['#plusde70kgetsereine'],[],1070411400932143105,1070411400932143105,AtropaLux,Je ne dis rien que la vérité🍴,1,17,https://twitter.com/AtropaLux/status/1287779724056551424,False,0,0,0,,PlusDe70kgEtSereine,,,,,,,"[{'user_id': '1070411400932143105', 'username': 'AtropaLux'}]",,,,
